VEG_ID,SA_VEG_ID,VG_GEN_STR,VG_STR_FOR,BROAD_DESC,DOMSP_GENSTR,DETSP_DOM,ALLIANCE,DOMSP_LAY,SA_VEG_DESCRIPTION,ENVIRONMENTAL_DESCRIPTION,MVG_NO,MVS_NO,MVG_NAME,MVS_NAME
362.000000000000000,SE0075,forbland,low forbland,fernland/herbland,Wilsonia rotundifolia forbland,Wilsonia rotundifolia low forbland,Wilsonia rotundifolia forbland,Wilsonia rotundifolia low forbland,Wilsonia rotundifolia low forbland,Unknown,22,39,"Chenopod Shrub, Samphire Shrub and Forbland","Mixed chenopod, samphire or forblands"
363.000000000000000,SE0076,shrubland >1m,mid shrubland,shrubland >1m,Xanthorrhoea caespitosa shrubland >1m,Xanthorrhoea caespitosa mid shrubland,Xanthorrhoea caespitosa shrubland >1m over tussock grasses,Xanthorrhoea caespitosa mid shrubland over Ehrharta calycina tussock grasses,Xanthorrhoea caespitosa mid shrubland over Ehrharta calycina tussock grasses,Unknown,17,32,Other Shrublands,Other shrublands
364.000000000000000,SE0077,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus leucoxylon ssp. woodland,Eucalyptus leucoxylon ssp. mid woodland,Eucalyptus leucoxylon ssp. woodland over shrubs,Eucalyptus leucoxylon ssp. mid woodland over Callistemon rugulosus shrubs,Eucalyptus leucoxylon ssp. mid woodland over Callistemon rugulosus shrubs,Unknown,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
365.000000000000000,SE0078,shrubland >1m,mid shrubland,Acacia shrubland,Acacia leiophylla shrubland >1m,Acacia leiophylla mid shrubland,Acacia leiophylla shrubland >1m,Acacia leiophylla mid shrubland,Acacia leiophylla mid shrubland,Dune / Consolidated dune;Sandy loam,16,21,Acacia Shrubland,Other Acacia tall open shrublands and shrublands
366.000000000000000,SE0079,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus largiflorens woodland,Eucalyptus largiflorens mid woodland,Eucalyptus largiflorens woodland over tussock grasses,Eucalyptus largiflorens mid woodland over Danthonia sp. (NC) (mixed) tussock grasses,"Eucalyptus largiflorens mid woodland over Danthonia sp., Eryngium vesiculosum, Pratia concolor, Marsilea drummondii tussock grasses",Open depressions;Sandy loam to Clay loam;Loamy,5,9,Eucalyptus Woodland,Eucalyptus woodlands with a grassy understorey
367.000000000000000,SE0080,woodland,mid woodland,Callitris forest and woodland,"Callitris gracilis,Eucalyptus arenacea/baxteri woodland","Callitris gracilis,Eucalyptus arenacea/baxteri mid woodland","Callitris gracilis,Eucalyptus arenacea/baxteri woodland","Callitris gracilis,Eucalyptus arenacea/baxteri mid woodland","Callitris gracilis, Eucalyptus arenacea/baxteri mid woodland",Unknown,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
368.000000000000000,SE0081,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus ovata var. woodland,"Eucalyptus ovata var.,Eucalyptus viminalis ssp. mid woodland",Eucalyptus ovata var. woodland,Eucalyptus ovata var. mid woodland,"Eucalyptus ovata var., Eucalyptus viminalis ssp. mid woodland",Unknown,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
369.000000000000000,SE0082,sedgeland,mid sedgeland,rushland/sedgeland,"Cyperaceae sp.,Gramineae sp. sedgeland","Cyperaceae sp.,Gramineae sp. mid sedgeland","Cyperaceae sp.,Gramineae sp. sedgeland","Cyperaceae sp.,Gramineae sp. mid sedgeland","Cyperaceae sp., Gramineae sp. mid sedgeland",Swamps;Sandy loam to Clay;Swamps,21,38,"Other Grassland, Herbland, Sedgeland and Rushland","Wet tussock grassland, herbland, sedgeland or rushland"
370.000000000000000,SE0083,sedgeland,mid sedgeland,rushland/sedgeland,Baumea juncea (mixed) sedgeland,Baumea juncea+/-Gahnia trifida mid sedgeland,Baumea juncea (mixed) sedgeland,Baumea juncea (mixed) mid sedgeland,"Baumea juncea, +/-Gahnia trifida mid sedgeland",Unknown,21,38,"Other Grassland, Herbland, Sedgeland and Rushland","Wet tussock grassland, herbland, sedgeland or rushland"
371.000000000000000,SE0084,woodland,low woodland,Allocasuarina forest and woodland,Allocasuarina verticillata woodland,Allocasuarina verticillata low woodland,Allocasuarina verticillata woodland over shrubs and shrubs,Allocasuarina verticillata low woodland over Bursaria spinosa ssp. spinosa shrubs and Xanthorrhoea caespitosa shrubs,Allocasuarina verticillata low woodland over Bursaria spinosa ssp. spinosa shrubs over Xanthorrhoea caespitosa shrubs,Dune / Consolidated dune;Sandy loam,8,26,Casuarina Forest and Woodland,Casuarina and Allocasuarina forests and woodlands
372.000000000000000,SE0085,sedgeland,tall sedgeland,rushland/sedgeland,Juncus sp. (mixed) sedgeland,"Juncus sp.,Isolepis sp.,Poa sp. tall sedgeland",Juncus sp. (mixed) sedgeland,Juncus sp. (mixed) tall sedgeland,"Juncus sp., Isolepis sp., Poa sp. tall sedgeland",Swamps;Clay loam;Swamps,21,38,"Other Grassland, Herbland, Sedgeland and Rushland","Wet tussock grassland, herbland, sedgeland or rushland"
373.000000000000000,SE0086,woodland,low woodland,Melaleuca forest and woodland,Melaleuca lanceolata woodland,Melaleuca lanceolata low woodland,Melaleuca lanceolata woodland,Melaleuca lanceolata low woodland,Melaleuca lanceolata low woodland,Unknown,9,15,Melaleuca Forest and Woodland,Melaleuca open forests and woodlands
374.000000000000000,SE0087,woodland,low woodland,Allocasuarina forest and woodland,Allocasuarina luehmannii woodland,Allocasuarina luehmannii low woodland,Allocasuarina luehmannii woodland over tussock grasses,Allocasuarina luehmannii low woodland over Austrodanthonia setacea (mixed) tussock grasses,"Allocasuarina luehmannii low woodland over Austrodanthonia setacea, Avena barbata, Calocephalus citreus tussock grasses",Plains and Open depressions;Sandy loam to Clay loam;Loamy,8,26,Casuarina Forest and Woodland,Casuarina and Allocasuarina forests and woodlands
375.000000000000000,SE0088,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus microcarpa woodland,Eucalyptus microcarpa mid woodland,Eucalyptus microcarpa woodland over tussock grasses,Eucalyptus microcarpa mid woodland over Austrodanthonia setacea (mixed) tussock grasses,"Eucalyptus microcarpa mid woodland over Austrodanthonia setacea, Avena barbata, Lepidosperma viscidum tussock grasses",Plains and Hill slopes;Sandy loam to Clayey sand,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
376.000000000000000,SE0089,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus behriana mallee woodland,Eucalyptus behriana+/-Eucalyptus dumosa mid mallee woodland,Eucalyptus behriana mallee woodland over shrubs,emergent Eucalyptus leucoxylon ssp. trees over Eucalyptus behriana mid mallee woodland and Melaleuca uncinata shrubs,"emergent +/-Eucalyptus leucoxylon ssp., +/-Eucalyptus odorata over Eucalyptus behriana, +/-Eucalyptus dumosa mid mallee woodland over Melaleuca uncinata, Melaleuca wilsonii shrubs","Plains, Depressions and Swales;Loamy sand to Clay;Loamy and Clayey",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
377.000000000000000,SE0090,sedgeland,mid closed sedgeland,rushland/sedgeland,"Baumea juncea,Apodasmia brownii sedgeland","Baumea juncea,Apodasmia brownii,Leptocarpus tenax mid closed sedgeland","emergent shrubs over Baumea juncea,Apodasmia brownii sedgeland","emergent Melaleuca brevifolia,Leptospermum myrsinoides shrubs over Baumea juncea,Apodasmia brownii mid closed sedgeland","emergent +/-Melaleuca brevifolia, +/-Leptospermum myrsinoides, +/-Leptospermum continentale shrubs over Baumea juncea, Apodasmia brownii, Leptocarpus tenax mid closed sedgeland",Unknown,17,49,Other Shrublands,Melaleuca shrublands and open shrublands
378.000000000000000,SE0091,fernland,mid closed fernland,fernland/herbland,Pteridium esculentum fernland,Pteridium esculentum mid closed fernland,emergent trees over Pteridium esculentum fernland,emergent Eucalyptus sp. trees over Pteridium esculentum mid closed fernland,emergent Eucalyptus sp. trees over Pteridium esculentum mid closed fernland,Unknown,21,38,"Other Grassland, Herbland, Sedgeland and Rushland","Wet tussock grassland, herbland, sedgeland or rushland"
379.000000000000000,SE0092,mallee forest,mid open mallee forest,Eucalyptus mallee forest and mallee woodland,Eucalyptus porosa mallee forest,"Eucalyptus porosa,Eucalyptus calycogona ssp. trachybasis mid open mallee forest",Eucalyptus porosa mallee forest,Eucalyptus porosa mid open mallee forest,"Eucalyptus porosa, Eucalyptus calycogona ssp. trachybasis mid open mallee forest",Unknown,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
380.000000000000000,SE0093,shrubland >1m,mid shrubland,Melaleuca shrubland >1m,Melaleuca brevifolia shrubland >1m,"Melaleuca brevifolia,Melaleuca uncinata mid shrubland",Melaleuca brevifolia shrubland >1m,Melaleuca brevifolia mid shrubland,"Melaleuca brevifolia, Melaleuca uncinata mid shrubland",Unknown,17,49,Other Shrublands,Melaleuca shrublands and open shrublands
381.000000000000000,SE0095,shrubland >1m,mid shrubland,Melaleuca shrubland >1m,Melaleuca uncinata shrubland >1m,Melaleuca uncinata mid shrubland,Melaleuca uncinata shrubland >1m,Melaleuca uncinata mid shrubland,Melaleuca uncinata mid shrubland,Unknown,17,49,Other Shrublands,Melaleuca shrublands and open shrublands
382.000000000000000,SE0096,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus odorata woodland,"Eucalyptus odorata,Eucalyptus leucoxylon ssp. mid woodland",Eucalyptus odorata woodland,Eucalyptus odorata mid woodland,"Eucalyptus odorata, Eucalyptus leucoxylon ssp. mid woodland",Plains and hill slopes;Sandy loam to Sandy clay loam;Loamy,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
383.000000000000000,SE0097,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus camaldulensis var. camaldulensis (NC) woodland,"Eucalyptus camaldulensis var. camaldulensis (NC),Eucalyptus fasciculosa,Eucalyptus leucoxylon ssp.,Eucalyptus arenacea/baxteri mid woodland",Eucalyptus camaldulensis var. camaldulensis (NC) woodland,Eucalyptus camaldulensis var. camaldulensis (NC) mid woodland,"Eucalyptus camaldulensis var. camaldulensis, Eucalyptus fasciculosa, Eucalyptus leucoxylon ssp., Eucalyptus arenacea/baxteri mid woodland",Unknown,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
384.000000000000000,SE0098,grassland,tall grassland,grassland,"Phragmites australis,Typha domingensis grassland","Phragmites australis,Typha domingensis tall grassland","Phragmites australis,Typha domingensis grassland","Phragmites australis,Typha domingensis tall grassland","Phragmites australis, Typha domingensis tall grassland",Unknown,21,38,"Other Grassland, Herbland, Sedgeland and Rushland","Wet tussock grassland, herbland, sedgeland or rushland"
385.000000000000000,SE0099,grassland,mid tussock grassland,tussock grassland,Gramineae sp. grassland,Gramineae sp. mid tussock grassland,Gramineae sp. grassland,Gramineae sp. mid tussock grassland,Gramineae sp. mid tussock grassland,Unknown,19,36,Tussock Grassland,Temperate tussock grasslands
386.000000000000000,WM0201,shrubland >1m,mid shrubland,Melaleuca shrubland >1m,Melaleuca lanceolata shrubland >1m,"Melaleuca lanceolata,Melaleuca acuminata ssp. acuminata mid shrubland",Melaleuca lanceolata shrubland >1m over shrubs,Melaleuca lanceolata mid shrubland over Dodonaea hexandra (mixed) shrubs,"Melaleuca lanceolata, Melaleuca acuminata ssp. acuminata mid shrubland over Dodonaea hexandra, Gahnia deusta, Lepidosperma viscidum shrubs","Limestone plains, Dune Crest/slope/swale;Loam to Sandy loam",17,49,Other Shrublands,Melaleuca shrublands and open shrublands
387.000000000000000,WM0301,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus dumosa mallee woodland,Eucalyptus dumosa+/-Eucalyptus gracilis mid mallee woodland,Eucalyptus dumosa mallee woodland over shrubs and shrubs,Eucalyptus dumosa mid mallee woodland over Melaleuca acuminata ssp. acuminata shrubs and Atriplex stipitata (mixed) shrubs,"Eucalyptus dumosa, +/-Eucalyptus gracilis mid mallee woodland over Melaleuca acuminata ssp. acuminata shrubs over Atriplex stipitata, Zygophyllum apiculatum, Senecio pinnatifolius, Austrostipa mollis group shrubs",Limestone plains;Sand to Loam,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
388.000000000000000,WM0401,mallee forest,mid open mallee forest,Eucalyptus mallee forest and mallee woodland,Eucalyptus phenax ssp. phenax mallee forest,Eucalyptus phenax ssp. phenax+/-Eucalyptus leptophylla mid open mallee forest,Eucalyptus phenax ssp. phenax mallee forest over shrubs,Eucalyptus phenax ssp. phenax mid open mallee forest over Rhagodia crassifolia (mixed) shrubs,"Eucalyptus phenax ssp. phenax, +/-Eucalyptus leptophylla mid open mallee forest over Rhagodia crassifolia, Enchylaena tomentosa var. tomentosa, +/-Triodia irritans, +/-Austrostipa scabra group, +/-Vittadinia cuneata var. cuneata forma cuneata shrubs",Limestone plains ;Sand to Clay;Loamy,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
389.000000000000000,WM0501,woodland,low open woodland,Myoporum woodland,"Geijera linearifolia,Myoporum platycarpum ssp. woodland","Geijera linearifolia,Myoporum platycarpum ssp.+/-Alectryon oleifolius ssp. canescens low open woodland","Geijera linearifolia,Myoporum platycarpum ssp. woodland over shrubs and shrubs","Geijera linearifolia,Myoporum platycarpum ssp. low open woodland over Acacia nyssophylla,Senna artemisioides ssp. X coriacea shrubs and Zygophyllum aurantiacum ssp. (mixed) shrubs","Geijera linearifolia, Myoporum platycarpum ssp., +/-Alectryon oleifolius ssp. canescens low open woodland over Acacia nyssophylla, Senna artemisioides ssp. coriacea shrubs over Zygophyllum aurantiacum ssp., Eriochiton sclerolaenoides, Sclerolaena obliquicuspis shrubs",Plains and Limestone plains;Clay loam to Loam,10,16,Other Forests and Woodlands,Other forests and woodlands
390.000000000000000,WM0601,shrubland <1m,low shrubland,chenopod shrubland,"Enchylaena tomentosa var.,Maireana brevifolia shrubland <1m","Enchylaena tomentosa var.,Maireana brevifolia+/-Atriplex semibaccata low shrubland","Enchylaena tomentosa var.,Maireana brevifolia shrubland <1m","Enchylaena tomentosa var.,Maireana brevifolia low shrubland over Maireana erioclada (mixed) shrubs","Enchylaena tomentosa var., Maireana brevifolia, +/-Atriplex semibaccata low shrubland over Maireana erioclada, Euphorbia terracina",Limestone plains,22,31,"Chenopod Shrub, Samphire Shrub and Forbland",Chenopod shrublands
391.000000000000000,WM0801,shrubland >1m,mid shrubland,chenopod shrubland,Maireana sedifolia (mixed) shrubland >1m,Maireana sedifolia+/-Lycium australe mid shrubland,Maireana sedifolia (mixed) shrubland >1m over shrubs,"Maireana sedifolia (mixed) mid shrubland over Sclerolaena obliquicuspis,Rhagodia spinescens shrubs","Maireana sedifolia, +/-Lycium australe mid shrubland over Sclerolaena obliquicuspis, Rhagodia ulicina, Rhagodia spinescens shrubs",Plains and Limestone plains;Clay to Sandy loam,22,39,"Chenopod Shrub, Samphire Shrub and Forbland","Mixed chenopod, samphire or forblands"
392.000000000000000,WM1401,woodland,low woodland,Eucalyptus forest and woodland,Eucalyptus odorata woodland,Eucalyptus odorata low woodland,Eucalyptus odorata woodland over shrubs and sedges,Eucalyptus odorata low woodland over Acacia acinacea (mixed) shrubs and Dianella revoluta var. revoluta (mixed) sedges,"Eucalyptus odorata low woodland over Acacia acinacea, Chenopodium desertorum ssp. desertorum shrubs over Dianella revoluta var. revoluta, Lomandra densiflora, Eutaxia microphylla var. microphylla sedges",Erosional plains;Sandy loam to Clay;Loamy,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
393.000000000000000,WM1501,woodland,low woodland,Eucalyptus forest and woodland,Eucalyptus odorata woodland,Eucalyptus odorata+/-Eucalyptus porosa low woodland,Eucalyptus odorata woodland over shrubs and tussock grasses,Eucalyptus odorata low woodland over Eremophila longifolia (mixed) shrubs and Avena barbata (mixed) tussock grasses,"Eucalyptus odorata, +/-Eucalyptus porosa low woodland over Eremophila longifolia, Senna artemisioides ssp. filifolia, Acacia argyrophylla shrubs over Avena barbata, Glycine rubiginosa, Austrostipa acrociliata group, Maireana rohrlachii tussock grasses",Ridges and Hill slopes;Sandy loam to Clay;Loamy,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
394.000000000000000,WM1601,woodland,low open woodland,Eucalyptus forest and woodland,Eucalyptus camaldulensis var. camaldulensis (NC) woodland,Eucalyptus camaldulensis var. camaldulensis (NC)+/-Eucalyptus leucoxylon ssp. low open woodland,Eucalyptus camaldulensis var. camaldulensis (NC) woodland over forbs,Eucalyptus camaldulensis var. camaldulensis (NC) low open woodland over Linum trigynum (mixed) forbs,"Eucalyptus camaldulensis var. camaldulensis, +/-Eucalyptus leucoxylon ssp. low open woodland over Linum trigynum, Briza maxima, Anagallis arvensis, Avena barbata forbs",Erosional plains and Limestone plains;Sand to Loam,11,19,Eucalyptus Open Woodland,Eucalyptus low open woodlands with tussock grass
395.000000000000000,WM1801,woodland,low woodland,Eucalyptus forest and woodland,Eucalyptus baxteri (mixed) woodland,Eucalyptus baxteri+/-Eucalyptus leucoxylon ssp.+/-Allocasuarina verticillata low woodland,Eucalyptus baxteri (mixed) woodland over shrubs and shrubs,"Eucalyptus baxteri (mixed) low woodland over Xanthorrhoea semiplana ssp. semiplana,Acacia pycnantha shrubs and Astroloma conostephioides (mixed) shrubs","Eucalyptus baxteri, +/-Eucalyptus leucoxylon ssp., +/-Allocasuarina verticillata low woodland over Xanthorrhoea semiplana ssp. semiplana, Acacia pycnantha shrubs over Astroloma conostephioides, Geranium retrorsum, Pimelea humilis, +/-Spyridium parvifolium shrubs",Hill slopes/crests;Sand to Sandy clay loam,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
397.000000000000000,WM6301,shrubland <1m,low open shrubland,shrubland <1m,Nitraria billardierei shrubland <1m,Nitraria billardierei low open shrubland,Nitraria billardierei shrubland <1m,Nitraria billardierei low open shrubland over Salsola tragus shrubs,Nitraria billardierei low open shrubland over Salsola kali,Plains;Loam to Clay,22,39,"Chenopod Shrub, Samphire Shrub and Forbland","Mixed chenopod, samphire or forblands"
398.000000000000000,WM6501,mallee woodland,mid mallee woodland,Eucalyptus mallee forest and mallee woodland,Eucalyptus gracilis mallee woodland,"Eucalyptus gracilis,Eucalyptus oleosa ssp. oleosa mid mallee woodland",Eucalyptus gracilis mallee woodland over shrubs,Eucalyptus gracilis mid mallee woodland over Maireana sedifolia (mixed) shrubs,"Eucalyptus gracilis, Eucalyptus oleosa ssp. oleosa mid mallee woodland over Maireana sedifolia, Atriplex sp. shrubs","Ridge, Hill crest and Plains;Loam to Clay loam",14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
399.000000000000000,WM6601,woodland,low woodland,Allocasuarina forest and woodland,Allocasuarina verticillata woodland,Allocasuarina verticillata low woodland,Allocasuarina verticillata woodland over shrubs and tussock grasses,Allocasuarina verticillata low woodland over Bursaria spinosa ssp. spinosa shrubs and Lomandra effusa (mixed) tussock grasses,"Allocasuarina verticillata low woodland over +/-Bursaria spinosa ssp. spinosa shrubs over Lomandra effusa, Austrodanthonia caespitosa, Austrostipa blackii, Lomandra multiflora ssp. dura, +/-Themeda triandra tussock grasses",Hill slope and Ridges;Sandy loam to Sandy clay loam;Loamy,8,26,Casuarina Forest and Woodland,Casuarina and Allocasuarina forests and woodlands
400.000000000000000,WM6801,woodland,low woodland,Allocasuarina forest and woodland,Allocasuarina verticillata (mixed) woodland,Allocasuarina verticillata+/-Callitris gracilis low woodland,Allocasuarina verticillata (mixed) woodland over tussock grasses,Allocasuarina verticillata (mixed) low woodland over Lomandra effusa (mixed) tussock grasses,"Allocasuarina verticillata, +/-Callitris gracilis low woodland over +/-Lomandra effusa, Austrostipa sp., Danthonia sp. tussock grasses",Hill slope;Sandy loam,8,26,Casuarina Forest and Woodland,Casuarina and Allocasuarina forests and woodlands
402.000000000000000,WM7101,shrubland >1m,tall open shrubland,Melaleuca shrubland >1m,"Melaleuca lanceolata,Callitris gracilis shrubland >1m",Melaleuca lanceolata+/-Callitris gracilis tall open shrubland,"Melaleuca lanceolata,Callitris gracilis shrubland >1m over shrubs","Melaleuca lanceolata,Callitris gracilis tall open shrubland over Enchylaena tomentosa var. (mixed) shrubs","Melaleuca lanceolata, +/-Callitris gracilis tall open shrubland over Enchylaena tomentosa var., Atriplex sp., Austrostipa sp. shrubs",Hill slope and Plains;Clay,17,49,Other Shrublands,Melaleuca shrublands and open shrublands
403.000000000000000,WM7201,woodland,low woodland,Eucalyptus forest and woodland,Eucalyptus fasciculosa woodland,Eucalyptus fasciculosa low woodland,Eucalyptus fasciculosa woodland over shrubs,Eucalyptus fasciculosa low woodland over Xanthorrhoea semiplana ssp. shrubs,Eucalyptus fasciculosa low woodland over Xanthorrhoea semiplana ssp. shrubs,Hill slope,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
404.000000000000000,WM7401,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus leucoxylon ssp. woodland,Eucalyptus leucoxylon ssp.+/-Eucalyptus viminalis ssp. viminalis mid woodland,Eucalyptus leucoxylon ssp. woodland over shrubs and shrubs,Eucalyptus leucoxylon ssp. mid woodland over Acacia pycnantha shrubs and Scaevola albida var. albida shrubs,"Eucalyptus leucoxylon ssp., +/-Eucalyptus viminalis ssp. viminalis mid woodland over Acacia pycnantha shrubs over Scaevola albida var. albida shrubs",Hill crest and Hill slope,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
405.000000000000000,WM7501,woodland,mid open woodland,Eucalyptus forest and woodland,Eucalyptus fasciculosa woodland,Eucalyptus fasciculosa mid open woodland,Eucalyptus fasciculosa woodland over tussock grasses,Eucalyptus fasciculosa mid open woodland over Lomandra effusa (mixed) tussock grasses,"Eucalyptus fasciculosa mid open woodland over +/-Lomandra effusa, Austrostipa sp., Danthonia sp. tussock grasses",Hill crest;Sandy loam,11,48,Eucalyptus Open Woodland,Eucalyptus open woodlands with a grassy understorey
406.000000000000000,WM7701,woodland,mid woodland,Eucalyptus forest and woodland,Eucalyptus obliqua woodland,"Eucalyptus obliqua,Eucalyptus goniocalyx ssp. goniocalyx mid woodland",Eucalyptus obliqua woodland over shrubs and shrubs,Eucalyptus obliqua mid woodland over Leptospermum myrsinoides shrubs and Lepidosperma semiteres (mixed) shrubs,"Eucalyptus obliqua, Eucalyptus goniocalyx ssp. goniocalyx mid woodland over Leptospermum myrsinoides shrubs over Lepidosperma semiteres, Hibbertia exutiacies, Hibbertia sericea, Gonocarpus tetragynus shrubs",Hill slope,5,8,Eucalyptus Woodland,Eucalyptus woodlands with a shrubby understorey
407.000000000000000,WM7801,woodland,mid open woodland,Eucalyptus forest and woodland,Eucalyptus leucoxylon ssp. woodland,Eucalyptus leucoxylon ssp. mid open woodland,Eucalyptus leucoxylon ssp. woodland over sedges,Eucalyptus leucoxylon ssp. mid open woodland over Lomandra effusa sedges,Eucalyptus leucoxylon ssp. mid open woodland over +/-Lomandra effusa sedges,Plains;Sandy clay loam,11,48,Eucalyptus Open Woodland,Eucalyptus open woodlands with a grassy understorey
408.000000000000000,WM7901,shrubland >1m,mid shrubland,shrubland >1m,Senna artemisioides ssp. (mixed) shrubland >1m,Senna artemisioides ssp.+/-Acacia calamifolia (NC)+/-Eremophila longifolia mid shrubland,Senna artemisioides ssp. (mixed) shrubland >1m,Senna artemisioides ssp. (mixed) mid shrubland,"Senna artemisioides ssp., +/-Acacia calamifolia (NC), +/-Eremophila longifolia mid shrubland",Hill slope and Hill crests;Sandy loam,17,32,Other Shrublands,Other shrublands
409.000000000000000,WM8001,shrubland <1m,low open shrubland,chenopod shrubland,Atriplex stipitata (mixed) shrubland <1m,Atriplex stipitata+/-Maireana trichoptera+/-Maireana pentatropis+/-Zygophyllum sp. low open shrubland,Atriplex stipitata (mixed) shrubland <1m,Atriplex stipitata (mixed) low open shrubland,"Atriplex stipitata, +/-Maireana trichoptera, +/-Maireana pentatropis, +/-Zygophyllum sp. low open shrubland",Plains;Clay loam,22,31,"Chenopod Shrub, Samphire Shrub and Forbland",Chenopod shrublands
410.000000000000000,WM8101,woodland,mid open woodland,Eucalyptus forest and woodland,Eucalyptus largiflorens woodland,Eucalyptus largiflorens mid open woodland,Eucalyptus largiflorens woodland over shrubs and low shrubs,Eucalyptus largiflorens mid open woodland over Muehlenbeckia florulenta shrubs and Enchylaena tomentosa var. tomentosa low shrubs,Eucalyptus largiflorens mid open woodland over +/-Muehlenbeckia florulenta shrubs over +/-Enchylaena tomentosa var. tomentosa low shrubs,Swamps and Depressions;Loam;Around wet soaks and swamps,11,47,Eucalyptus Open Woodland,Eucalyptus open woodlands with shrubby understorey
411.000000000000000,WM8201,shrubland >1m,mid shrubland,Melaleuca shrubland >1m,Melaleuca lanceolata shrubland >1m,Melaleuca lanceolata mid shrubland,Melaleuca lanceolata shrubland >1m,Melaleuca lanceolata mid shrubland over Beyeria lechenaultii shrubs,Melaleuca lanceolata mid shrubland over Beyeria lechenaultii,Closed Depressions;Clay,17,49,Other Shrublands,Melaleuca shrublands and open shrublands
412.000000000000000,WM8301,shrubland >1m,mid shrubland,Acacia shrubland,Acacia nyssophylla (mixed) shrubland >1m,Acacia nyssophylla+/-Myoporum montanum mid shrubland,Acacia nyssophylla (mixed) shrubland >1m,Acacia nyssophylla (mixed) mid shrubland over Maireana sedifolia shrubs,"Acacia nyssophylla, +/-Myoporum montanum mid shrubland over +/-Maireana sedifolia",Limestone plains;Clay loam,16,21,Acacia Shrubland,Other Acacia tall open shrublands and shrublands
413.000000000000000,WM8401,shrubland <1m,low open shrubland,samphire shrubland,"Tecticornia sp.,Tecticornia sp. shrubland <1m","Tecticornia sp.,Tecticornia sp. low open shrubland","Tecticornia sp.,Tecticornia sp. shrubland <1m","Tecticornia sp.,Tecticornia sp. low open shrubland","Tecticornia sp., Tecticornia sp. low open shrubland",Lakes;Salt lakes and fresh/salt lakes;Clay to Loam;Surrounding lakes,22,39,"Chenopod Shrub, Samphire Shrub and Forbland","Mixed chenopod, samphire or forblands"
414.000000000000000,WM8601,mallee forest,mid open mallee forest,Eucalyptus mallee forest and mallee woodland,Eucalyptus brachycalyx mallee forest,"Eucalyptus brachycalyx,Eucalyptus rugosa mid open mallee forest",Eucalyptus brachycalyx mallee forest,Eucalyptus brachycalyx mid open mallee forest,"Eucalyptus brachycalyx, Eucalyptus rugosa mid open mallee forest",Hill slope;Sandy clay loam,14,29,Mallee Woodland and Shrubland,Mallee heath and shrublands
415.000000000000000,WM8701,woodland,low woodland,Allocasuarina forest and woodland,Allocasuarina verticillata woodland,Allocasuarina verticillata low woodland,Allocasuarina verticillata woodland over shrubs and tussock grasses,Allocasuarina verticillata low woodland over Xanthorrhoea semiplana ssp. shrubs and Themeda triandra (mixed) tussock grasses,"Allocasuarina verticillata low woodland over +/-Xanthorrhoea semiplana ssp. shrubs over Themeda triandra, Gonocarpus elatus, Lomandra multiflora ssp. dura, Austrostipa blackii tussock grasses",Hill slope;Sandy clay loam,8,26,Casuarina Forest and Woodland,Casuarina and Allocasuarina forests and woodlands
416.000000000000000,WM8801,grassland,low hummock grassland,hummock grassland,Triodia irritans grassland,Triodia irritans low hummock grassland,Triodia irritans grassland,Triodia irritans low hummock grassland,Triodia irritans low hummock grassland,Dunes;Sand,20,33,Hummock Grassland,Arid and semi-arid hummock grasslands
