state,south_australia_related,phn_code,phn_area_name,reporting_year,age_group,population_group,num_registered_children,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,interpret_with_caution
QLD,False,PHN302,Brisbane South,2013-14,5 years,Aboriginal and Torres Strait Islander children,517,479,38,92.6,
QLD,False,PHN303,Gold Coast,2013-14,5 years,Aboriginal and Torres Strait Islander children,163,156,7,95.7,
QLD,False,PHN304,Darling Downs and West Moreton,2013-14,5 years,Aboriginal and Torres Strait Islander children,659,611,48,92.6,
QLD,False,PHN305,Western Queensland,2013-14,5 years,Aboriginal and Torres Strait Islander children,356,324,32,91.2,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2013-14,5 years,Aboriginal and Torres Strait Islander children,661,613,48,92.7,
QLD,False,PHN307,Northern Queensland,2013-14,5 years,Aboriginal and Torres Strait Islander children,1930,1830,100,94.8,
SA,True,PHN401,Adelaide,2013-14,5 years,Aboriginal and Torres Strait Islander children,418,356,62,85.2,
SA,True,PHN402,Country SA,2013-14,5 years,Aboriginal and Torres Strait Islander children,363,322,41,88.6,
WA,False,PHN501,Perth North,2013-14,5 years,Aboriginal and Torres Strait Islander children,337,277,60,82.1,
WA,False,PHN502,Perth South,2013-14,5 years,Aboriginal and Torres Strait Islander children,435,387,48,89,
WA,False,PHN503,Country WA,2013-14,5 years,Aboriginal and Torres Strait Islander children,1163,1099,64,94.5,
TAS,False,PHN601,Tasmania,2013-14,5 years,Aboriginal and Torres Strait Islander children,412,382,30,92.7,
NT,False,PHN701,Northern Territory,2013-14,5 years,Aboriginal and Torres Strait Islander children,1346,1287,59,95.6,
ACT,False,PHN801,Australian Capital Territory,2013-14,5 years,Aboriginal and Torres Strait Islander children,94,88,6,93.6,#
NSW,False,PHN101,Central and Eastern Sydney,2012-13,1 year,Aboriginal and Torres Strait Islander children,201,169,32,83.7,
NSW,False,PHN102,Northern Sydney,2012-13,1 year,Aboriginal and Torres Strait Islander children,NP,NP,NP,NP,
NSW,False,PHN103,Western Sydney,2012-13,1 year,Aboriginal and Torres Strait Islander children,234,192,42,82.2,
NSW,False,PHN104,Nepean Blue Mountains,2012-13,1 year,Aboriginal and Torres Strait Islander children,162,142,20,87.8,
NSW,False,PHN105,South Western Sydney,2012-13,1 year,Aboriginal and Torres Strait Islander children,245,210,35,85.8,
NSW,False,PHN106,South Eastern NSW,2012-13,1 year,Aboriginal and Torres Strait Islander children,449,375,74,83.5,
NSW,False,PHN107,Western NSW,2012-13,1 year,Aboriginal and Torres Strait Islander children,849,698,151,82.2,
NSW,False,PHN108,Hunter New England and Central Coast,2012-13,1 year,Aboriginal and Torres Strait Islander children,1299,1158,141,89.2,
NSW,False,PHN109,North Coast,2012-13,1 year,Aboriginal and Torres Strait Islander children,610,515,95,84.4,
NSW,False,PHN110,Murrumbidgee,2012-13,1 year,Aboriginal and Torres Strait Islander children,262,223,39,84.8,
VIC,False,PHN201,North Western Melbourne,2012-13,1 year,Aboriginal and Torres Strait Islander children,165,139,26,84,
VIC,False,PHN202,Eastern Melbourne,2012-13,1 year,Aboriginal and Torres Strait Islander children,108,93,15,85.8,
VIC,False,PHN203,South Eastern Melbourne,2012-13,1 year,Aboriginal and Torres Strait Islander children,118,104,14,88.7,
VIC,False,PHN204,Gippsland,2012-13,1 year,Aboriginal and Torres Strait Islander children,108,97,11,89.8,
VIC/NSW,False,PHN205,Murray,2012-13,1 year,Aboriginal and Torres Strait Islander children,321,270,51,84.1,
VIC,False,PHN206,Western Victoria,2012-13,1 year,Aboriginal and Torres Strait Islander children,146,136,10,93.2,
QLD,False,PHN301,Brisbane North,2012-13,1 year,Aboriginal and Torres Strait Islander children,413,355,58,86,
QLD,False,PHN302,Brisbane South,2012-13,1 year,Aboriginal and Torres Strait Islander children,538,480,58,89.2,
QLD,False,PHN303,Gold Coast,2012-13,1 year,Aboriginal and Torres Strait Islander children,164,144,20,87.7,
QLD,False,PHN304,Darling Downs and West Moreton,2012-13,1 year,Aboriginal and Torres Strait Islander children,608,517,91,85.1,
QLD,False,PHN305,Western Queensland,2012-13,1 year,Aboriginal and Torres Strait Islander children,378,330,48,87.2,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2012-13,1 year,Aboriginal and Torres Strait Islander children,758,654,104,86.3,
QLD,False,PHN307,Northern Queensland,2012-13,1 year,Aboriginal and Torres Strait Islander children,1869,1588,281,85,
SA,True,PHN401,Adelaide,2012-13,1 year,Aboriginal and Torres Strait Islander children,400,303,97,75.8,
SA,True,PHN402,Country SA,2012-13,1 year,Aboriginal and Torres Strait Islander children,368,288,80,78.3,
WA,False,PHN501,Perth North,2012-13,1 year,Aboriginal and Torres Strait Islander children,305,225,80,73.8,
WA,False,PHN502,Perth South,2012-13,1 year,Aboriginal and Torres Strait Islander children,430,332,98,77.2,
WA,False,PHN503,Country WA,2012-13,1 year,Aboriginal and Torres Strait Islander children,1167,964,203,82.6,
TAS,False,PHN601,Tasmania,2012-13,1 year,Aboriginal and Torres Strait Islander children,381,344,37,90.3,
NT,False,PHN701,Northern Territory,2012-13,1 year,Aboriginal and Torres Strait Islander children,1482,1335,147,90.1,
ACT,False,PHN801,Australian Capital Territory,2012-13,1 year,Aboriginal and Torres Strait Islander children,113,101,12,89.4,
NSW,False,PHN101,Central and Eastern Sydney,2012-13,2 years,Aboriginal and Torres Strait Islander children,193,169,24,87.7,
NSW,False,PHN102,Northern Sydney,2012-13,2 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,88,#
NSW,False,PHN103,Western Sydney,2012-13,2 years,Aboriginal and Torres Strait Islander children,209,176,33,84.6,
NSW,False,PHN104,Nepean Blue Mountains,2012-13,2 years,Aboriginal and Torres Strait Islander children,189,166,23,88,
NSW,False,PHN105,South Western Sydney,2012-13,2 years,Aboriginal and Torres Strait Islander children,297,267,30,89.8,
NSW,False,PHN106,South Eastern NSW,2012-13,2 years,Aboriginal and Torres Strait Islander children,420,394,26,93.8,
NSW,False,PHN107,Western NSW,2012-13,2 years,Aboriginal and Torres Strait Islander children,722,660,62,91.4,
NSW,False,PHN108,Hunter New England and Central Coast,2012-13,2 years,Aboriginal and Torres Strait Islander children,1229,1145,84,93.2,
NSW,False,PHN109,North Coast,2012-13,2 years,Aboriginal and Torres Strait Islander children,572,513,59,89.7,
NSW,False,PHN110,Murrumbidgee,2012-13,2 years,Aboriginal and Torres Strait Islander children,237,216,21,91.2,
VIC,False,PHN201,North Western Melbourne,2012-13,2 years,Aboriginal and Torres Strait Islander children,144,135,9,93.6,
VIC,False,PHN202,Eastern Melbourne,2012-13,2 years,Aboriginal and Torres Strait Islander children,69,62,7,89.8,#
VIC,False,PHN203,South Eastern Melbourne,2012-13,2 years,Aboriginal and Torres Strait Islander children,73,66,7,89.4,#
VIC,False,PHN204,Gippsland,2012-13,2 years,Aboriginal and Torres Strait Islander children,90,84,6,93.3,#
VIC/NSW,False,PHN205,Murray,2012-13,2 years,Aboriginal and Torres Strait Islander children,335,306,29,91.3,
VIC,False,PHN206,Western Victoria,2012-13,2 years,Aboriginal and Torres Strait Islander children,133,124,9,93.2,
QLD,False,PHN301,Brisbane North,2012-13,2 years,Aboriginal and Torres Strait Islander children,378,349,29,92.4,
QLD,False,PHN302,Brisbane South,2012-13,2 years,Aboriginal and Torres Strait Islander children,515,471,44,91.3,
QLD,False,PHN303,Gold Coast,2012-13,2 years,Aboriginal and Torres Strait Islander children,133,126,7,94.5,
QLD,False,PHN304,Darling Downs and West Moreton,2012-13,2 years,Aboriginal and Torres Strait Islander children,641,581,60,90.6,
QLD,False,PHN305,Western Queensland,2012-13,2 years,Aboriginal and Torres Strait Islander children,419,388,31,92.5,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2012-13,2 years,Aboriginal and Torres Strait Islander children,725,656,69,90.5,
QLD,False,PHN307,Northern Queensland,2012-13,2 years,Aboriginal and Torres Strait Islander children,1940,1849,91,95.3,
SA,True,PHN401,Adelaide,2012-13,2 years,Aboriginal and Torres Strait Islander children,416,355,61,85.2,
SA,True,PHN402,Country SA,2012-13,2 years,Aboriginal and Torres Strait Islander children,334,296,38,88.8,
WA,False,PHN501,Perth North,2012-13,2 years,Aboriginal and Torres Strait Islander children,313,269,44,85.8,
WA,False,PHN502,Perth South,2012-13,2 years,Aboriginal and Torres Strait Islander children,439,383,56,87.1,
WA,False,PHN503,Country WA,2012-13,2 years,Aboriginal and Torres Strait Islander children,1208,1119,89,92.6,
TAS,False,PHN601,Tasmania,2012-13,2 years,Aboriginal and Torres Strait Islander children,365,344,21,94.2,
NT,False,PHN701,Northern Territory,2012-13,2 years,Aboriginal and Torres Strait Islander children,1404,1351,53,96.2,
ACT,False,PHN801,Australian Capital Territory,2012-13,2 years,Aboriginal and Torres Strait Islander children,120,109,11,90.8,
NSW,False,PHN101,Central and Eastern Sydney,2012-13,5 years,Aboriginal and Torres Strait Islander children,179,166,13,92.7,
NSW,False,PHN102,Northern Sydney,2012-13,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,93.6,#
NSW,False,PHN103,Western Sydney,2012-13,5 years,Aboriginal and Torres Strait Islander children,205,186,19,90.7,
NSW,False,PHN104,Nepean Blue Mountains,2012-13,5 years,Aboriginal and Torres Strait Islander children,146,137,9,93.3,
NSW,False,PHN105,South Western Sydney,2012-13,5 years,Aboriginal and Torres Strait Islander children,263,248,15,94.3,
NSW,False,PHN106,South Eastern NSW,2012-13,5 years,Aboriginal and Torres Strait Islander children,339,321,18,94.7,
NSW,False,PHN107,Western NSW,2012-13,5 years,Aboriginal and Torres Strait Islander children,691,635,56,91.9,
NSW,False,PHN108,Hunter New England and Central Coast,2012-13,5 years,Aboriginal and Torres Strait Islander children,1079,1017,62,94.3,
NSW,False,PHN109,North Coast,2012-13,5 years,Aboriginal and Torres Strait Islander children,572,529,43,92.4,
NSW,False,PHN110,Murrumbidgee,2012-13,5 years,Aboriginal and Torres Strait Islander children,226,204,22,90.2,
VIC,False,PHN201,North Western Melbourne,2012-13,5 years,Aboriginal and Torres Strait Islander children,153,138,15,90.2,
VIC,False,PHN202,Eastern Melbourne,2012-13,5 years,Aboriginal and Torres Strait Islander children,92,85,7,92.4,#
VIC,False,PHN203,South Eastern Melbourne,2012-13,5 years,Aboriginal and Torres Strait Islander children,108,100,8,92.6,
VIC,False,PHN204,Gippsland,2012-13,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,97,
VIC/NSW,False,PHN205,Murray,2012-13,5 years,Aboriginal and Torres Strait Islander children,285,247,38,86.7,
VIC,False,PHN206,Western Victoria,2012-13,5 years,Aboriginal and Torres Strait Islander children,NP,NP,NP,98.7,
QLD,False,PHN301,Brisbane North,2012-13,5 years,Aboriginal and Torres Strait Islander children,355,326,29,91.8,
QLD,False,PHN302,Brisbane South,2012-13,5 years,Aboriginal and Torres Strait Islander children,466,421,45,90.3,
QLD,False,PHN303,Gold Coast,2012-13,5 years,Aboriginal and Torres Strait Islander children,147,139,8,94.5,
QLD,False,PHN304,Darling Downs and West Moreton,2012-13,5 years,Aboriginal and Torres Strait Islander children,613,571,42,93.2,
QLD,False,PHN305,Western Queensland,2012-13,5 years,Aboriginal and Torres Strait Islander children,375,355,20,94.5,
QLD,False,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2012-13,5 years,Aboriginal and Torres Strait Islander children,624,568,56,91,
QLD,False,PHN307,Northern Queensland,2012-13,5 years,Aboriginal and Torres Strait Islander children,1921,1794,127,93.4,
SA,True,PHN401,Adelaide,2012-13,5 years,Aboriginal and Torres Strait Islander children,336,291,45,86.7,
SA,True,PHN402,Country SA,2012-13,5 years,Aboriginal and Torres Strait Islander children,338,299,39,88.4,
WA,False,PHN501,Perth North,2012-13,5 years,Aboriginal and Torres Strait Islander children,338,282,56,83.4,
WA,False,PHN502,Perth South,2012-13,5 years,Aboriginal and Torres Strait Islander children,404,338,66,83.7,
WA,False,PHN503,Country WA,2012-13,5 years,Aboriginal and Torres Strait Islander children,1230,1135,95,92.3,
TAS,False,PHN601,Tasmania,2012-13,5 years,Aboriginal and Torres Strait Islander children,460,431,29,93.7,
NT,False,PHN701,Northern Territory,2012-13,5 years,Aboriginal and Torres Strait Islander children,1364,1286,78,94.3,
ACT,False,PHN801,Australian Capital Territory,2012-13,5 years,Aboriginal and Torres Strait Islander children,111,103,8,92.8,
