area_category,area_type,era_number,file_reference,location,legal_area_km2,area_status,publish_date,area_start_date,area_end_date,application_open_date,application_close_date,term_years,term_days,finalised_date,applicants,related_tenements,criteria,longitude,latitude
exploration_release_areas_released,Exploration Release,ERA 002045,ERA 002045,Wompinie area - Approximately 55 km northeast of Olary,84.41,Published,2026-03-23T01:30:00Z,2026-02-11T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.7929675,-31.998487
exploration_release_areas_released,Exploration Release,ERA 002119,ERA 002119,Lock area approximately 10km southwest of Lock,154,Published,2026-06-22T02:30:00Z,2022-11-18T01:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.659722,-33.6568865
exploration_release_areas_released,Exploration Release,ERA 002071,ERA 002071,MYRTLE SPRINGS AREA - Approximately 60 km southeast of Marree,725,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.317976,-30.340170999999998
exploration_release_areas_released,Exploration Release,ERA 002020,ERA 002020,Oopina area approximately 90km west-northwest of Olary,351.3,Published,2026-03-23T01:30:00Z,2025-11-25T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,139.35965399999998,-32.231837999999996
exploration_release_areas_released,Exploration Release,ERA 002074,ERA 002074,MUNDOWDNA AREA - Approximately 20 km east of Marree,665,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.3513025,-29.59017
exploration_release_areas_released,Exploration Release,ERA 002054,ERA 002054,COONALPYN AREA - Approximately 10 km northwest of Tintinara,518,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,139.8680375,-35.748515
exploration_release_areas_released,Exploration Release,ERA 002087,ERA 002087,Kondoolka area approximately 270km west-northwest of Port Augusta,915,Published,2026-05-18T02:30:00Z,2022-05-24T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.7680365,-31.9385295
exploration_release_areas_released,Exploration Release,ERA 002040,ERA 002040,Mooleulooloo area - Approximately 80 km northwest of Olary,245.8,Published,2026-03-23T01:30:00Z,2026-02-11T01:30:00Z,,2026-05-25T02:30:00Z,,0,0,,,,,140.2763,-31.506825
exploration_release_areas_released,Exploration Release,ERA 002084,ERA 002084,Whichelby area approximately 20km east of Streaky Bay,447,Published,2026-05-18T02:30:00Z,2023-12-04T01:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.493055,-32.856894999999994
exploration_release_areas_released,Exploration Release,ERA 002085,ERA 002085,Chinbingina area approximately 40km east-southeast of Ceduna,334,Published,2026-05-18T02:30:00Z,2022-09-28T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,134.226377,-32.24023
exploration_release_areas_released,Exploration Release,ERA 002097,ERA 002097,BULGUNNIA AREA - Approximately 65 km northeast of Tarcoola,744,Published,2026-05-18T02:30:00Z,2026-05-04T02:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,135.1096805,-30.198539
exploration_release_areas_released,Exploration Release,ERA 002069,ERA 002069,WITCHELINA AREA - Approximately 10 km south of Marree,549.76,Published,2026-04-13T02:30:00Z,2026-04-09T02:30:00Z,,2026-06-15T02:30:00Z,,0,0,,,,,138.07630949999998,-29.95684
exploration_release_areas_released,Exploration Release,ERA 002102,ERA 002102,Tieyon area approximately 320km northwest of Coober Pedy,671,Published,2026-05-18T02:30:00Z,2024-11-01T01:30:00Z,,2026-07-20T02:30:00Z,,0,0,,,,,133.95963899999998,-26.081858500000003
exploration_release_areas_released,Exploration Release,ERA 002114,ERA 002114,Green Patch area approximately 10km northwest of Port Lincoln,143,Published,2026-06-22T02:30:00Z,2022-11-03T01:30:00Z,,2026-08-24T02:30:00Z,,0,0,,,,,135.7680705,-34.60689
relinquished_ground,Relinquished Ground,RG000197,RG000197,Lake Torrens area approximately 25km northeast of Andamooka,433,Unavailable,2024-08-15T02:30:00Z,,,,,0,0,,,EL 6264,,137.5679925,-30.431841
relinquished_ground,Relinquished Ground,RG-01091,RG-01091,Ferguson Hill area approximately 120km west-southwest of Marree,540,Unavailable,2026-05-27T02:30:00Z,,,,,0,0,,,,,136.77633,-29.8818555
relinquished_ground,Relinquished Ground,RG-01042,RG-01042,Stuarts Creek area approximately 105km west of Marree,194,Unavailable,2025-12-10T01:30:00Z,,,,,0,0,,,,,136.8929905,-29.706849499999997
relinquished_ground,Relinquished Ground,RG-01130,RG-01130,Port Lincoln area approximately 11km southwest of Port Lincoln,67,Unavailable,2026-06-12T02:30:00Z,,,,,0,0,,,,,135.7264075,-34.773558
relinquished_ground,Relinquished Ground,RG000240,RG000240,Mulgaria area approximately 40 km northeast of Andamooka,231,Unavailable,2024-10-10T01:30:00Z,,,,,0,0,,,,,137.60965249999998,-30.2401785
relinquished_ground,Relinquished Ground,RG-01087,RG-01087,North Roxby Downs area approximately 60km northwest of Andamooka,368,Unavailable,2026-05-27T02:30:00Z,,,,,0,0,,,,,136.67632600000002,-30.0735235
relinquished_ground,Relinquished Ground,RG-01125,RG-01125,Indooroopilly Outstation area approximately 150km northwest of Tarcoola,396,Unavailable,2026-06-04T02:30:00Z,,,,,0,0,,,,,133.1223675,-29.948552
relinquished_ground,Relinquished Ground,RG-01109,RG-01109,MABEL CREEK AREA - Approximately 95 km southwest of Coober Pedy,95,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,133.95134050000001,-29.4735455
relinquished_ground,Relinquished Ground,RG000265,RG000265,Millers Creek Area approximately 140km northwest of Woomera,154,Unavailable,2025-06-05T02:30:00Z,,,,,0,0,,,EL 6247,,135.9680045,-30.14853
relinquished_ground,Relinquished Ground,RG-01090,RG-01090,Roxby Downs area approximately 60km northwest of Andamooka,172,Unavailable,2026-05-27T02:30:00Z,,,,,0,0,,,,,136.6763285,-29.923518
relinquished_ground,Relinquished Ground,RG-01104,RG-01104,Ediacara area approximately 40km southwest of Leigh Creek,564,Unavailable,2026-04-02T01:30:00Z,,,,,0,0,,,,,138.217996,-30.8151635
relinquished_ground,Relinquished Ground,RG000190,RG000190,Mount Christie Siding area approximately 135km west-northwest of Tarcoola,237,Unavailable,2024-08-05T02:30:00Z,,,,,0,0,,,EL 6398,,133.1205425,-30.340228
relinquished_ground,Relinquished Ground,RG000198,RG000198,Lake Torrens area approximately 50km east-southeast of Andamooka,83,Unavailable,2024-08-15T02:30:00Z,,,,,0,0,,,EL 6572,,137.7013265,-30.540173
relinquished_ground,Relinquished Ground,RG-01089,RG-01089,Hidden Swamp area approximately 45km north-northwest of Roxby Downs,80,Unavailable,2026-05-27T02:30:00Z,,,,,0,0,,,,,136.642998,-30.206857
relinquished_ground,Relinquished Ground,RG-01115,RG-01115,COMMONWEALTH HILL STATION AREA - Approximately 140 km northeast of Ooldea,71,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,133.05659300000002,-29.8318915
relinquished_ground,Relinquished Ground,RG-01131,RG-01131,OAKVALE STATION AREA - Approximately 130 km southeast of Yunta,280,Unavailable,2026-06-05T02:30:00Z,,,,,0,0,,,,,140.87664,-32.906735999999995
relinquished_ground,Relinquished Ground,RG-01103,RG-01103,Lake Torrens area approximately 50km southwest of Leigh Creek,735,Unavailable,2026-04-02T01:30:00Z,,,,,0,0,,,,,137.9263285,-30.690172500000003
relinquished_ground,Relinquished Ground,RG-01134,RG-01134,PINE VALLEY STATION AREA - Approximately 130 km northeast of Burra,436,Unavailable,2026-07-01T02:30:00Z,,,,,0,0,,,,,140.333551,-33.3151695
relinquished_ground,Relinquished Ground,RG-01128,RG-01128,MUTOOROO AREA - Approximately 95 km southwest of Olary,429,Unavailable,2026-06-05T02:30:00Z,,,,,0,0,,,,,139.98465349999998,-33.090168500000004
relinquished_ground,Relinquished Ground,RG-01127,RG-01127,BOOLCOOMATTA AREA - Approximately 40 km northeast of Olary,61,Unavailable,2026-06-11T02:30:00Z,,,,,0,0,,,,,140.5846355,-31.965156999999998
relinquished_ground,Relinquished Ground,RG-01036,RG-01036,Mulgaria area approximately 40km northeast of Andamooka,677,Unavailable,2025-12-06T01:30:00Z,,,,,0,0,,,,,137.4263265,-30.0818385
relinquished_ground,Relinquished Ground,RG-01112,RG-01112,MABEL CREEK AREA - Approximately 75 km southwest of Coober Pedy,18,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,134.1846655,-29.465207999999997
relinquished_ground,Relinquished Ground,RG-01111,RG-01111,COMMONWEALTH HILL STATION AREA - Approximately 110 km southwest of Coober Pedy,122,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,134.026347,-29.831884000000002
relinquished_ground,Relinquished Ground,RG-01065,RG-01065,MUNDI MUNDI AREA - Approximately 80 km northeast of Olary,38,Unavailable,2026-02-25T01:30:00Z,,,,,0,0,,,,,140.9762955,-31.798486
relinquished_ground,Relinquished Ground,RG000182,RG000182,Mulgaria area approximately 60km east-northeast of Roxby Downs,370,Unavailable,2024-06-25T02:30:00Z,,,,,0,0,,,EL 6804,,137.5846535,-30.3151775
relinquished_ground,Relinquished Ground,RG-01113,RG-01113,MULGATHING AREA - Approximately 100 km northwest of Tarcoola,47,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,133.6596925,-30.256888500000002
relinquished_ground,Relinquished Ground,RG-01126,RG-01126,Mount Christie area approximately 112km west-northwest of Tarcoola,289,Unavailable,2026-06-04T02:30:00Z,,,,,0,0,,,,,133.2013645,-30.348559
relinquished_ground,Relinquished Ground,RG000264,RG000264,Millers Creek area approximately 100km north of Glendambo,956,Unavailable,2025-06-05T02:30:00Z,,,,,0,0,,,EL 6321,,135.89300400000002,-30.0401965
relinquished_ground,Relinquished Ground,RG-01046,RG-01046,,1607,Unavailable,2025-12-18T01:30:00Z,,,,,0,0,,,,,129.659674,-26.6402395
relinquished_ground,Relinquished Ground,RG-01031,RG-01031,Oolgelima Hill area approximately 35km northeast of Coober Pedy,237,Unavailable,2025-12-02T01:30:00Z,,,,,0,0,,,,,135.0679955,-28.723533
relinquished_ground,Relinquished Ground,RG-01114,RG-01114,COMMONWEALTH HILL AREA - Approximately 130 km northeast of Ooldea,307,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,133.21259450000002,-30.1485585
relinquished_ground,Relinquished Ground,RG-01110,RG-01110,COMMONWEALTH STATION AREA - Approximately 110 km southwest of Coober Pedy,143,Unavailable,2026-05-17T02:30:00Z,,,,,0,0,,,,,133.968014,-29.765216000000002
relinquished_ground,Relinquished Ground,RG-01129,RG-01129,Pearlah area approximately 17km northwest of Port Lincoln,96,Unavailable,2026-06-12T02:30:00Z,,,,,0,0,,,,,135.7264045,-34.573558
relinquished_ground,Relinquished Ground,RG-01044,RG-01044,Coober Pedy area approximately 300km northwest of Woomera,488,Unavailable,2025-12-12T01:30:00Z,,,,,0,0,,,,,135.042998,-28.940202
relinquished_ground,Relinquished Ground,RG-01048,RG-01048,Yellabinna area approximately 150km west of Tarcoola,423,Unavailable,2025-12-30T01:30:00Z,,,,,0,0,,,,,133.2535785,-30.510904
relinquished_ground,Relinquished Ground,RG-01088,RG-01088,Roxby Downs North area approximately 60km northwest of Andamooka,143,Unavailable,2026-05-27T02:30:00Z,,,,,0,0,,,,,136.692992,-30.015189499999998
